,amount,v1,v2,v3,v4,v5,v6,v7,time,class
4494,391.45,2.06,-0.02,-0.61,0.07,-0.38,-2.54,-0.11,382,0
4495,159.49,-3.7,-2.99,-1.0,-0.06,-0.92,-0.31,0.18,225,0
4496,316.02,-4.66,-2.78,-0.71,1.69,-0.03,0.95,1.33,24,0
4497,391.61,-4.28,-2.71,1.11,-0.07,0.49,0.03,1.29,381,0
4498,63.26,-1.52,-0.86,1.58,0.48,0.9,-0.24,-0.87,368,0
4499,352.4,1.15,-1.63,2.52,0.41,-0.2,-2.65,0.36,269,0
4500,371.7,0.68,-1.14,0.54,-0.77,-0.68,-2.81,1.51,425,0
4501,109.57,-1.06,-1.74,-2.08,1.94,0.78,-0.69,-0.16,469,0
4502,101.92,0.77,0.79,-1.5,1.24,-0.7,-1.33,0.27,427,0
4503,180.09,1.4,-0.66,-0.3,0.5,0.87,0.56,-0.25,329,0
4504,271.94,-4.93,-1.47,0.86,0.53,-0.67,0.46,0.77,401,0
4505,460.04,-4.11,1.2,-0.22,0.41,-0.44,0.52,-0.06,488,0
4506,15.59,-4.53,-0.35,-2.53,0.72,-0.63,-1.74,1.01,341,0
4507,138.62,1.18,1.93,1.03,0.11,0.0,-1.52,1.91,229,0
4508,302.91,-0.97,0.72,1.66,-0.42,-0.03,-1.21,-0.84,317,0
4509,489.5,-1.52,-2.41,1.17,1.79,0.41,-1.62,0.22,390,0
4510,507.34,1.3,-0.02,-2.64,-0.75,0.28,-1.79,0.37,123,0
4511,396.36,-0.72,-0.35,-1.04,-0.48,0.31,-1.81,-0.59,133,0
4512,194.79,0.83,1.99,2.49,-0.35,0.54,-1.57,1.99,50,0
4513,75.75,2.8,2.79,2.07,0.27,-0.25,0.25,1.57,121,0
4514,498.96,-0.83,2.75,1.81,0.46,0.2,-2.77,-0.45,234,0
4515,257.34,-0.46,-0.48,2.15,1.33,0.7,-2.77,-0.2,477,0
4516,376.21,-1.38,-2.73,2.41,-0.18,0.33,-2.04,-0.4,463,0
4517,191.66,2.75,-1.71,-1.52,1.54,0.36,0.84,0.22,385,0
4518,268.35,-1.86,-1.75,-2.65,-0.78,-0.78,-1.2,1.64,16,0
4519,28.94,1.66,1.05,-0.8,1.41,0.06,-2.49,1.78,210,0
4520,45.52,-3.71,2.0,0.62,1.85,0.55,-1.51,1.32,80,0
4521,475.84,-0.75,-0.47,-2.06,-0.3,0.11,0.49,1.43,216,0
4522,320.62,-2.66,-0.75,-1.78,1.28,-0.84,-0.94,-0.4,161,0
4523,373.61,-2.47,1.33,2.43,0.4,0.4,-2.94,0.07,279,0
4524,41.24,0.02,2.71,-2.06,1.87,-0.35,0.27,-0.2,64,0
4525,461.5,0.07,1.15,0.39,1.15,-0.12,0.61,-0.39,299,0
4526,295.48,0.28,0.15,-0.27,0.08,0.11,-0.43,0.36,70,0
4527,368.93,0.89,-0.21,-0.92,-0.69,-0.77,-2.87,1.48,156,0
4528,421.29,2.8,1.82,-1.47,1.08,0.24,-2.59,1.22,286,0
4529,39.18,-4.06,2.01,2.65,0.9,-0.61,-2.61,-0.46,308,0
4530,381.22,2.35,-0.82,1.41,1.74,-0.79,-2.91,0.48,373,0
4531,95.41,-1.56,0.99,-0.77,-0.56,-0.39,-2.53,-0.73,403,0
4532,132.66,2.86,-0.28,2.31,0.16,0.59,-0.16,1.42,366,0
4533,110.72,-1.41,2.13,-1.4,1.52,0.2,-0.89,1.24,465,0
4534,146.99,0.73,0.72,2.39,1.18,0.8,-2.67,1.51,17,0
4535,175.97,2.79,1.59,-2.84,0.81,-0.94,-2.83,1.36,9,0
4536,252.28,-3.98,1.92,-0.09,-0.58,-0.84,-1.49,-0.36,271,0
4537,249.32,0.8,0.05,-0.36,0.94,-0.77,0.75,0.82,257,0
4538,449.01,0.17,1.95,-2.13,-0.41,0.23,0.75,0.79,40,0
4539,198.61,-2.45,-1.79,-2.38,0.16,0.78,-2.83,0.6,236,0
4540,22.91,-1.51,0.78,-1.58,-0.13,-0.74,-1.13,1.72,13,0
4541,119.03,-2.61,1.79,-0.82,0.33,0.71,0.78,-0.56,162,0
4542,103.3,-0.23,0.52,-0.09,0.85,-0.09,-0.23,-0.31,183,0
4543,108.92,-1.0,-0.01,-2.67,1.98,0.46,-0.12,0.01,451,0
4544,3.65,-0.88,0.52,-2.83,1.79,0.47,-2.31,1.19,395,0
4545,394.89,-1.83,-1.93,0.52,1.82,-0.62,-1.25,1.31,259,0
4546,17.12,-1.31,-2.45,0.18,0.87,0.88,-2.72,0.51,135,0
4547,501.0,-1.88,0.42,2.11,1.82,-0.4,-1.23,-0.4,257,0
4548,240.47,-2.89,-2.46,2.89,0.18,-0.46,-1.38,-0.09,450,0
4549,96.2,2.53,-0.71,-0.08,1.84,0.83,0.95,0.02,453,0
4550,9.36,-3.89,1.62,-2.3,0.06,-0.22,0.88,1.24,124,0
4551,355.22,2.24,-1.0,1.39,0.13,0.58,-0.4,-0.52,399,0
4552,119.2,0.61,-1.54,-0.97,-0.58,-0.56,-1.16,1.4,69,0
4553,34.94,-1.55,0.19,1.64,-0.65,-0.05,-1.06,0.29,9,0
4554,495.1,2.24,0.47,2.96,1.34,-0.39,-3.0,0.28,465,0
4555,260.9,-0.09,1.39,-1.51,0.5,-0.23,0.83,0.05,124,0
4556,53.56,1.72,0.02,-1.75,-0.27,0.29,0.5,1.26,262,0
4557,18.93,2.81,2.59,-1.88,1.4,-0.32,-2.91,-0.42,93,0
4558,318.78,-3.1,-2.12,-1.87,1.56,-0.46,-2.01,0.58,370,0
4559,239.42,-3.62,0.96,0.14,-0.37,-0.72,-2.08,1.78,342,0
4560,471.49,1.54,2.78,-0.01,1.32,-0.21,-1.83,1.56,143,0
4561,210.95,2.78,2.54,2.22,-0.34,0.72,-1.07,1.04,74,0
4562,97.88,-1.06,1.82,-0.15,-0.15,0.95,-2.12,1.49,187,0
4563,363.23,-0.99,2.89,-1.85,0.89,-0.12,-0.9,1.47,72,0
4564,225.19,-1.08,-0.07,2.72,1.75,-0.9,-1.32,-0.14,406,0
4565,437.15,1.15,2.37,2.0,0.97,0.27,-0.1,-0.64,396,0
4566,265.77,0.44,-1.93,0.2,0.22,-0.02,-2.58,1.54,455,0
4567,36.98,-3.09,0.04,-0.05,-0.32,-0.53,0.35,-0.28,281,0
4568,132.29,1.54,-1.0,2.12,0.17,0.9,0.17,-0.02,159,0
4569,413.63,-2.1,-0.3,-2.32,1.15,-0.68,0.09,0.07,272,0
4570,287.37,-2.57,-0.38,-1.96,-0.04,0.56,-0.67,0.92,389,0
4571,152.69,2.36,1.64,0.98,0.38,0.32,-1.12,0.73,426,0
4572,467.88,-0.92,2.44,0.95,0.69,0.77,-0.62,-0.12,273,0
4573,109.15,-2.49,1.98,-2.52,0.93,-0.54,-1.8,1.18,187,0
4574,136.29,1.39,0.41,-0.84,0.84,0.15,-0.88,0.21,228,0
4575,268.57,2.85,-1.0,-0.36,0.24,-0.84,0.71,-0.09,259,0
4576,489.98,-4.77,-1.89,-0.69,1.34,0.95,-0.6,1.73,220,0
4577,473.18,-2.5,-2.19,-1.65,-0.14,-0.78,-0.61,0.73,330,0
4578,200.52,-2.49,-2.43,-0.81,1.28,-0.24,-1.81,1.05,288,0
4579,314.81,-1.05,-2.05,1.99,0.69,0.9,-0.8,-0.96,19,0
4580,133.09,-4.66,-2.68,1.53,-0.67,-0.72,-2.47,-0.88,107,0
4581,62.47,0.41,0.94,2.63,0.11,0.12,-2.63,-0.62,302,0
4582,183.22,-2.92,0.84,-2.3,-0.15,0.2,-0.34,1.79,423,0
4583,227.38,-0.62,0.82,-1.92,1.55,0.96,-0.09,1.19,17,0
4584,334.54,-1.68,-0.8,2.53,1.27,0.63,-0.66,0.71,66,0
4585,256.24,1.4,2.41,0.18,0.87,-0.39,-2.18,-0.03,467,0
4586,264.44,0.39,-1.4,-2.74,-0.7,0.27,-2.77,1.02,483,0
4587,472.22,-2.9,0.14,1.46,-0.51,-0.03,-1.64,1.38,296,0
4588,101.38,-1.06,0.07,-1.8,-0.25,-0.54,0.87,1.35,154,0
4589,488.16,1.61,1.44,-1.64,0.55,0.16,-2.37,0.24,90,0
4590,85.22,1.22,-2.15,0.17,-0.68,-0.66,-0.55,1.52,390,0
4591,359.91,1.06,-1.55,-0.4,-0.02,-0.96,-2.97,1.66,89,0
4592,307.2,-1.29,1.13,2.48,-0.54,0.24,-0.03,1.57,270,0
4593,491.82,0.07,0.46,2.55,1.69,0.13,-0.09,-0.04,464,0
4594,203.66,1.12,-2.38,2.18,0.43,0.01,0.72,1.99,86,0
4595,452.84,1.23,-1.18,2.39,-0.86,-0.49,-2.06,1.75,287,0
4596,132.54,1.01,-0.78,-2.28,-0.44,0.62,-2.47,-0.63,162,0
4597,368.24,-3.91,-2.25,-1.25,-0.44,-0.13,-0.62,1.29,361,0
4598,314.24,-1.67,-2.72,1.13,0.11,-0.27,-2.51,1.52,47,0
4599,507.23,2.31,-1.82,-0.54,1.68,-0.28,-0.33,-0.28,232,0
4600,237.34,1.34,2.24,2.92,1.63,0.3,0.14,-0.26,188,0
4601,174.08,-3.49,1.28,-0.54,1.99,-0.69,-0.29,-0.71,302,0
4602,484.42,1.94,2.77,-0.31,1.61,-0.31,0.47,0.22,88,0
4603,219.91,-4.98,0.38,0.37,1.55,-0.57,0.65,1.82,172,0
4604,209.76,0.48,-2.77,-0.98,-0.82,-0.23,0.44,-0.53,496,0
4605,185.85,-0.51,-1.55,0.71,-0.72,0.69,-0.82,-0.68,126,0
4606,323.7,2.09,-1.33,1.71,1.99,-0.34,-2.12,-0.5,460,0
4607,75.77,-3.86,0.8,0.66,-0.84,-0.77,-0.42,-0.11,50,0
4608,171.9,-3.07,0.64,1.92,1.66,-0.53,0.87,1.21,12,0
4609,123.69,-2.15,0.68,-2.66,0.63,0.52,-0.49,0.41,459,0
4610,97.87,-4.62,2.81,-0.14,-0.94,0.53,-1.77,-0.9,166,0
4611,122.4,-0.44,-1.08,2.37,-0.92,0.76,0.28,1.47,426,0
4612,331.92,-2.64,2.02,0.99,0.47,0.87,0.82,1.09,446,0
4613,67.45,-1.3,0.27,-1.68,0.88,0.21,-0.02,-0.32,380,0
4614,60.87,1.12,2.52,0.73,0.69,0.18,-0.66,-0.02,300,0
4615,25.2,-0.1,2.6,-2.09,1.93,-0.17,-0.79,-0.51,196,0
4616,473.37,-4.27,-0.11,-0.61,1.57,-0.28,0.25,1.04,53,0
4617,474.32,1.34,0.22,-2.83,0.53,-0.84,0.56,1.91,175,0
4618,470.0,0.62,-2.63,-0.34,1.63,0.97,-0.14,-0.39,421,0
4619,37.01,-2.16,-0.45,0.01,1.75,0.6,-0.39,0.31,294,0
4620,402.79,2.59,2.09,-1.8,0.78,0.41,-1.2,0.45,32,0
4621,334.22,-0.64,-1.5,0.34,1.92,0.34,-2.35,1.06,231,0
4622,280.45,-3.96,0.37,-2.48,1.71,-0.16,-0.74,1.12,193,0
4623,202.71,2.0,1.23,-0.81,0.04,-0.23,0.01,1.44,292,0
4624,272.65,-1.46,1.21,-1.75,-0.6,-0.28,-1.82,0.19,469,0
4625,69.1,-4.8,0.3,0.32,1.67,-0.17,-2.74,-0.97,334,0
4626,343.34,-4.94,-0.45,1.15,1.16,-0.65,-1.88,-0.47,291,0
4627,259.79,1.75,-2.04,-1.07,1.12,-0.89,-0.1,-0.68,19,0
4628,180.31,-3.33,1.76,-1.66,1.97,-0.3,-0.98,0.81,464,0
4629,250.18,-0.36,0.6,1.13,0.05,-0.43,0.17,1.68,445,0
4630,145.32,-2.15,-1.22,0.08,0.98,-0.46,-0.18,1.74,114,0
4631,170.28,0.42,2.53,0.42,0.16,0.62,-2.39,1.46,343,0
4632,142.46,-1.93,0.33,1.5,-0.98,0.71,-0.25,-0.5,256,0
4633,120.94,1.97,-1.6,-1.49,1.66,0.37,-0.51,-0.95,436,0
4634,189.32,-0.92,2.32,-1.67,1.9,0.44,0.93,-0.88,60,0
4635,74.86,-1.15,2.42,-1.03,-0.79,-0.53,-0.03,0.05,4,0
4636,363.46,-4.89,0.55,-1.49,1.28,0.07,-0.65,0.64,461,0
4637,151.79,-1.92,-2.07,2.87,0.42,0.94,-1.57,0.64,0,0
4638,72.46,-3.89,-0.24,-0.19,1.25,0.18,0.92,0.71,2,0
4639,20.68,-2.39,-1.32,0.91,-0.81,0.31,-0.62,0.04,158,0
4640,12.39,0.49,-0.7,-0.01,-0.66,0.6,-2.22,-0.51,2,0
4641,369.33,1.9,0.76,-1.27,0.94,0.97,0.88,-0.69,382,0
4642,87.18,2.69,0.03,-2.78,0.44,-0.51,-1.37,0.15,482,0
4643,47.61,-1.91,1.48,-0.43,-0.86,-0.68,-2.22,-0.57,302,0
4644,423.47,2.14,-2.78,-1.14,-0.38,0.42,-0.7,0.65,74,0
4645,466.83,1.24,0.16,-1.07,1.59,-0.36,-1.53,1.14,453,0
4646,68.48,-2.31,1.55,-2.66,-0.52,0.61,-1.28,-0.19,325,0
4647,188.83,1.95,-1.35,-1.68,-0.29,0.23,-2.99,0.96,364,0
4648,457.5,0.26,-1.94,-1.96,0.78,-0.9,-1.04,1.61,469,0
4649,226.88,-0.73,-0.27,-0.21,-0.71,-0.19,0.37,0.99,363,0
4650,150.3,-0.18,0.61,1.71,1.43,0.68,-1.22,-1.0,377,0
4651,358.87,2.76,-1.61,0.61,0.46,-0.07,-2.24,-0.3,140,0
4652,268.64,-2.46,-1.57,-2.46,-0.74,-0.36,-1.83,-0.04,276,0
4653,94.87,0.44,0.09,2.83,1.05,-0.86,-1.99,-0.83,28,0
4654,311.35,-1.49,-0.08,0.33,1.87,-0.85,0.84,0.66,99,0
4655,407.3,1.86,0.96,-0.82,1.89,-0.52,-0.57,-0.35,497,0
4656,359.12,1.65,1.99,-2.47,1.02,-0.24,-2.7,0.24,257,0
4657,303.38,-0.14,-2.95,-1.83,1.79,-0.75,-0.83,-0.22,268,0
4658,114.53,-0.72,-0.4,-2.86,0.74,0.78,-1.1,0.46,437,0
4659,308.13,-4.71,0.03,-2.93,0.44,-0.96,-0.4,-0.1,455,0
4660,65.25,-2.51,-1.6,-0.07,0.74,0.05,-1.41,0.45,309,0
4661,122.62,1.61,1.03,0.07,0.9,-0.28,0.25,-0.79,392,0
4662,54.11,-3.31,2.98,0.94,1.64,-0.39,0.83,-0.29,339,0
4663,357.0,-0.68,-2.54,1.28,-0.67,-0.02,-1.26,1.5,161,0
4664,263.72,1.1,0.86,2.04,-0.27,-0.18,-0.13,1.9,248,0
4665,82.66,2.54,-1.34,-2.54,-0.21,0.48,0.86,0.6,428,0
4666,109.25,-0.03,-2.43,1.95,0.04,-0.58,-2.36,0.82,315,0
4667,339.16,2.57,-1.74,-2.02,-0.72,0.09,0.18,0.06,433,0
4668,118.9,-3.27,-0.99,2.23,1.5,-0.71,-0.98,0.29,449,0
4669,495.13,-1.71,0.46,-1.19,0.56,0.13,-1.96,0.03,162,0
4670,441.07,2.9,2.85,1.68,1.16,0.72,-1.56,-0.35,67,0
4671,472.62,-2.66,-0.97,-0.54,1.95,-0.66,0.43,0.85,262,0
4672,65.72,-4.31,-2.51,2.36,1.76,-0.62,-0.28,-0.03,472,0
4673,244.4,-3.59,1.16,-2.81,1.48,0.09,-1.05,1.97,137,0
4674,393.63,2.48,-0.76,-1.2,0.16,0.22,-1.09,0.88,433,0
4675,106.3,1.73,-2.63,-1.3,-0.63,0.89,-2.41,1.73,147,0
4676,15.24,1.94,1.08,-1.57,1.11,-0.75,-1.8,-0.18,129,0
4677,225.21,2.28,0.15,2.59,-0.44,0.55,-0.2,0.75,417,0
4678,374.66,-0.86,2.66,2.13,0.76,0.09,0.46,0.87,221,0
4679,444.55,2.56,-1.16,-1.6,0.49,-0.05,-1.42,-0.64,293,0
4680,338.6,-3.96,1.7,-2.73,-0.84,0.51,-1.32,1.56,429,0
4681,154.07,2.62,-1.19,2.4,1.93,0.96,-2.94,-0.6,246,0
4682,327.23,-1.24,2.29,-0.13,0.76,0.52,0.06,-0.77,253,0
4683,472.65,-2.18,2.96,1.76,1.98,0.9,-2.97,0.72,108,0
4684,431.96,1.61,1.07,-2.88,-0.81,0.75,-1.51,0.2,307,0
4685,131.98,-4.76,2.83,-2.62,0.24,-0.11,0.9,-0.51,252,0
4686,290.72,0.72,-2.31,-2.18,0.17,0.95,0.41,-0.73,114,0
4687,19.83,1.01,-1.56,-1.02,0.31,0.93,-0.6,1.76,477,0
4688,102.61,-1.65,0.51,-1.5,1.06,0.75,0.28,1.04,242,0
4689,365.14,-3.37,0.26,2.36,1.2,-0.76,-1.7,0.06,296,0
4690,132.46,-3.85,-1.69,-1.18,0.53,-0.93,0.82,1.53,442,0
4691,211.38,1.11,-2.32,-0.82,-0.33,0.44,-2.52,0.29,386,0
4692,57.14,-3.79,0.91,2.15,0.66,-0.29,-2.71,0.07,333,0
4693,163.09,1.72,-0.31,-0.64,-0.62,-0.26,-1.61,-0.76,329,0
4694,365.45,-0.38,1.59,-1.17,1.56,0.0,-1.65,-0.88,483,0
4695,16.22,-1.48,2.82,-0.24,0.34,0.87,-2.48,-0.3,302,0
4696,145.71,-2.32,-2.21,2.43,-0.66,0.13,0.68,1.74,104,0
4697,328.36,0.1,-1.45,1.3,1.66,-0.24,0.38,1.36,21,0
4698,447.44,-1.88,-0.99,1.49,0.1,-0.3,-1.18,0.56,311,0
4699,317.95,0.89,0.04,-1.73,-0.02,-0.1,0.7,-0.69,2,0
4700,449.41,-4.14,1.93,-2.23,0.7,-0.39,-0.3,1.23,454,0
4701,104.15,-3.07,-0.75,0.38,1.07,0.82,-1.63,1.8,386,0
4702,168.63,-4.25,-1.62,1.03,-0.98,-0.15,0.58,0.33,341,0
4703,405.89,-3.49,0.28,1.66,0.47,0.36,0.19,1.63,491,0
4704,267.44,-3.59,0.0,-2.57,0.22,-0.72,-1.66,1.6,460,0
4705,455.88,-0.14,2.48,-2.69,-0.89,0.61,0.42,1.7,345,0
4706,245.64,-0.59,-2.84,0.38,1.67,-0.11,0.74,-0.49,471,0
4707,114.39,-2.56,-0.22,2.61,0.04,-0.45,-0.96,1.51,68,0
4708,394.9,-2.98,-2.32,-2.59,1.92,0.16,-1.11,0.11,12,0
4709,159.46,-3.63,-1.23,1.77,0.95,-0.83,-1.88,1.76,324,0
4710,348.6,-3.37,0.68,1.42,0.59,0.55,-2.74,0.07,78,0
4711,168.85,1.08,1.68,0.31,1.59,0.47,-0.11,1.15,453,0
4712,226.49,-4.18,1.36,-1.3,0.82,-0.34,-0.46,-0.98,387,0
4713,448.34,-4.36,-1.35,1.2,0.65,0.96,-1.27,0.15,465,0
4714,437.62,-0.39,2.52,-2.77,-0.96,0.05,-0.2,1.25,357,0
4715,10.66,0.03,-2.88,-2.72,1.13,0.27,-2.43,1.55,265,0
4716,143.6,-1.67,-1.87,-0.93,1.17,0.06,0.14,-0.15,252,0
4717,74.92,-1.87,1.1,0.32,1.41,0.13,0.77,0.85,291,0
4718,78.58,1.03,0.55,-2.9,-0.71,-0.05,-1.3,0.53,194,0
4719,232.92,2.02,2.71,-2.99,1.98,-0.74,0.91,-0.75,452,0
4720,86.19,-2.42,-1.97,1.13,-0.69,0.74,-2.19,0.16,367,0
4721,431.01,-3.5,0.64,-0.16,0.79,0.69,-0.92,1.47,486,0
4722,12.16,-4.6,-0.32,-1.33,1.23,-0.63,-1.26,-0.59,278,0
4723,61.92,-2.5,-0.31,-0.94,0.24,0.07,-2.17,0.8,422,0
4724,184.85,1.34,-2.37,2.81,1.83,-0.85,0.15,-0.3,306,0
4725,502.77,-3.65,-2.41,-2.76,1.41,0.19,0.55,0.04,204,0
4726,457.01,2.79,-0.14,2.02,1.36,0.14,-0.03,-0.63,478,0
4727,426.78,-3.0,0.57,1.76,0.27,-0.02,0.58,1.08,150,0
4728,350.63,-0.85,2.06,-0.57,-0.33,0.68,-2.26,1.48,356,0
4729,414.42,-2.93,2.91,1.55,0.87,-0.81,0.39,1.05,380,0
4730,191.06,-0.01,-2.66,-0.27,0.61,0.59,-0.92,-0.5,367,0
4731,116.48,-3.37,2.81,1.84,-0.63,0.53,-1.52,-0.95,138,0
4732,439.81,-0.99,-2.26,-1.21,1.97,-0.9,-2.49,-0.04,173,0
4733,13.18,-2.57,-1.18,2.49,1.46,0.01,-0.38,1.39,156,0
4734,475.52,-1.9,-2.45,2.55,1.53,0.99,-1.12,0.44,413,0
4735,341.63,0.91,2.59,-1.25,0.36,-0.52,-0.75,-0.39,80,0
4736,355.03,-0.13,-2.41,0.97,1.24,0.71,-1.39,0.52,465,0
4737,11.91,-0.59,-0.23,-0.99,0.15,0.36,-1.9,-0.5,305,0
4738,482.75,-1.61,0.84,2.05,0.14,-0.2,-1.87,1.45,353,0
4739,90.29,-0.7,2.4,0.29,-0.54,-0.04,-1.01,-0.19,2,0
4740,208.98,1.38,2.01,-0.84,0.55,0.98,-2.86,1.64,47,0
4741,457.26,-2.89,2.24,1.28,0.73,-0.53,0.42,0.62,237,0
4742,128.53,-1.15,-0.94,1.23,1.37,0.41,-1.77,-0.55,152,0
4743,312.53,2.24,-2.25,1.32,-0.53,0.09,0.04,-0.33,8,0
4744,199.48,1.44,1.54,0.29,1.72,-0.44,-0.81,0.96,369,0
4745,1.48,-1.85,0.72,-2.88,-0.17,-0.23,-0.5,-0.59,129,0
4746,119.52,-1.25,-1.58,1.39,1.08,-0.38,-1.11,-0.59,82,0
4747,460.0,-0.89,-0.13,1.18,1.21,0.3,-1.23,0.49,460,0
4748,417.72,0.26,1.07,2.69,1.31,0.37,-2.91,1.14,436,0
4749,257.35,-1.89,-2.99,-2.33,1.91,-0.23,0.16,-0.58,198,0
4750,332.03,-3.8,1.37,-2.58,1.35,-0.05,0.16,-0.51,157,0
4751,19.79,-1.13,2.72,0.48,0.52,-0.12,0.61,1.16,42,0
4752,389.07,2.52,2.57,-0.53,-0.59,0.1,-2.45,-0.76,279,0
4753,429.53,-2.59,1.43,-2.4,1.99,-0.77,-2.2,1.69,347,0
4754,87.39,-2.19,2.59,0.62,0.71,0.29,-2.27,0.98,492,0
4755,367.26,-4.48,-1.85,-2.03,1.53,0.08,0.61,-0.3,181,0
4756,146.56,-0.42,2.08,-2.6,-0.28,-0.41,0.03,-0.23,180,0
4757,298.46,-4.03,-1.41,-0.26,0.02,0.94,-1.74,0.9,220,0
4758,118.29,-1.99,-2.88,1.33,0.95,0.32,-0.36,0.67,477,0
4759,225.6,-1.93,2.88,-2.62,-0.31,-0.57,-1.66,-0.95,475,0
4760,181.37,-4.09,0.01,1.29,0.59,0.57,-1.81,0.85,72,0
4761,87.91,0.86,2.53,-0.34,0.11,0.59,-1.73,0.17,329,0
4762,152.34,-2.39,2.17,2.89,0.04,0.07,-0.52,-0.75,359,0
4763,39.35,-4.28,-0.72,-2.83,0.11,-0.63,0.82,0.27,473,0
4764,462.45,-0.76,-1.84,-1.71,1.11,-0.35,-1.24,0.56,498,0
4765,116.33,-4.88,-2.36,-0.97,1.97,0.11,-0.89,-0.91,76,0
4766,416.49,-0.36,0.5,-0.36,0.64,0.2,-2.11,0.97,0,0
4767,149.19,-3.68,1.7,2.53,-0.12,-0.97,-2.58,1.91,459,0
4768,73.17,-0.31,-0.02,-0.51,0.73,-0.11,-0.81,-0.53,293,0
4769,497.08,-1.33,-1.14,2.88,1.99,0.11,-0.45,0.9,183,0
4770,102.04,-1.64,2.36,2.25,0.44,0.16,0.09,1.2,210,0
4771,321.78,-1.07,2.71,-0.39,0.92,-0.73,-1.73,-0.35,42,0
4772,15.96,0.85,-2.7,-2.37,1.52,0.44,-1.54,0.16,210,0
4773,152.09,2.6,-1.05,-0.16,-0.79,-0.1,-0.4,-0.51,354,0
4774,32.28,2.62,-0.5,-2.41,-0.75,0.06,-0.08,1.58,392,0
4775,351.77,-2.22,1.02,-2.89,-0.18,-0.18,0.24,1.9,480,0
4776,329.51,-3.95,-2.84,1.05,0.83,0.97,0.36,-0.49,271,0
4777,165.39,2.9,1.05,-1.18,-0.29,-0.66,-2.81,-0.6,362,0
4778,230.49,-4.66,-0.22,-2.52,0.05,-0.56,-0.03,0.17,281,0
4779,61.26,-1.02,0.88,1.46,1.12,-0.26,0.67,1.24,55,0
4780,29.75,-3.49,1.41,2.55,-0.75,0.41,0.22,1.98,409,0
4781,346.94,1.72,-1.46,0.23,0.16,-0.09,-0.72,0.93,320,0
4782,283.8,1.54,0.15,-1.35,-0.17,-0.18,-2.91,0.45,73,0
4783,241.94,-4.35,-1.3,1.92,1.77,-0.24,-0.86,0.91,210,0
4784,378.93,-2.6,-2.15,-1.33,1.31,-0.85,-0.99,1.12,6,0
4785,90.25,0.93,-0.17,2.85,1.21,0.74,-0.83,0.16,283,0
4786,463.91,1.06,1.45,0.3,1.1,-0.73,-1.9,1.86,299,0
4787,222.43,-3.88,1.11,1.43,0.1,0.73,-2.51,0.93,75,0
4788,115.49,0.29,-2.72,0.68,-0.62,0.16,-2.96,1.31,396,0
4789,291.15,-2.16,-1.7,2.35,-0.07,-0.89,-0.81,-0.55,254,0
4790,462.79,1.85,2.43,-1.52,1.51,0.45,0.71,-0.4,323,0
4791,130.72,-0.43,1.27,0.26,1.33,-0.37,-2.74,-0.71,108,0
4792,323.96,-4.21,2.74,-0.1,1.56,0.97,-2.99,0.46,478,0
4793,270.19,2.35,1.92,0.8,-0.32,0.33,-2.72,1.8,4,0
4794,50.5,-4.27,-2.2,0.08,-0.91,-0.37,0.29,1.13,129,0
4795,473.0,-0.91,-1.47,-0.73,-0.15,-0.03,-2.98,1.47,273,0
4796,214.2,-3.01,-1.26,-1.39,1.01,0.17,-1.68,-0.54,132,0
4797,503.68,-0.87,-0.48,2.4,1.14,-0.93,-1.8,1.74,224,0
4798,290.75,-0.11,1.18,-1.23,-0.65,0.52,-0.57,0.38,314,0
4799,75.97,-0.77,1.24,2.2,1.16,0.27,-2.99,-0.94,454,0
4800,299.39,-4.26,-0.03,2.93,-0.18,0.96,-1.84,1.52,293,0
4801,502.32,-1.16,2.95,1.66,1.06,0.21,-0.28,1.51,295,0
4802,309.09,2.1,-0.18,1.76,0.67,0.67,-0.09,0.27,202,0
4803,441.06,-1.34,0.22,-2.1,0.15,-0.69,0.46,0.96,199,0
4804,172.87,2.78,-0.93,2.08,-0.03,-0.12,0.13,-0.26,229,0
4805,458.86,-2.87,-1.55,2.11,0.82,-0.96,-1.85,0.34,136,0
4806,39.2,-3.35,2.44,-1.09,0.37,-0.03,-1.38,1.71,338,0
4807,395.7,-4.82,-2.1,0.1,1.86,-0.66,-1.61,1.67,87,0
4808,176.36,2.02,-0.55,0.65,1.93,-0.18,0.88,1.78,134,0
4809,414.21,-4.52,-1.08,2.52,0.71,0.46,-0.25,0.31,66,0
4810,137.55,-4.39,-2.31,-0.63,1.52,-0.04,-2.91,1.14,116,0
4811,97.58,-4.84,-2.8,-1.62,1.97,0.66,-1.8,-0.13,363,0
4812,337.53,-3.43,-0.03,-1.97,1.28,-0.47,0.28,-0.48,257,0
4813,205.46,2.93,-2.64,2.51,-0.38,-0.37,-0.18,1.23,483,0
4814,21.11,-1.05,2.96,-1.34,1.62,-1.0,-2.85,-0.29,457,0
4815,413.22,1.02,-1.2,-0.94,1.3,-0.63,-1.11,0.39,31,0
4816,137.38,-2.39,2.01,0.26,1.83,-0.11,0.95,0.52,346,0
4817,57.24,-0.67,-1.44,2.13,-0.47,-0.87,-0.22,-0.25,157,0
4818,384.65,-1.29,-1.72,-0.77,0.11,0.22,0.94,1.71,466,0
4819,247.75,-0.81,1.43,-0.73,0.78,-0.5,-0.97,0.76,145,0
4820,29.93,-4.03,0.11,2.85,1.72,0.94,-0.39,0.8,118,0
4821,490.79,1.87,-1.64,1.19,0.6,-0.09,0.77,1.66,26,0
